dog_id,asc_peak_slopes_A,asc_peak_slopes_C,avg_pres_A,avg_pres_C,contact_durations_A,contact_durations_C,des_peak_slopes_A,des_peak_slopes_C,impulses_A,impulses_C,pace,paw_area_A,paw_area_C,ratio_pres2area_A,ratio_pres2area_C,std_asc_peak_slopes_A,std_asc_peak_slopes_C,std_avg_pres_A,std_avg_pres_C,std_contact_durations_A,std_contact_durations_C,std_des_peak_slopes_A,std_des_peak_slopes_C,std_impulses_A,std_impulses_C,std_paw_area_A,std_paw_area_C,std_ratio_pres2area_A,std_ratio_pres2area_C,std_step_lengths_A,std_step_lengths_C,std_vert_forces_A,std_vert_forces_C,step_lengths_A,step_lengths_C,steps_A,steps_C,vert_forces_A,vert_forces_C,Alter,Gewicht,sex,neutered,Rückenlänge,Schulterhöhe,BCS,target
T0442298,2.036,1.742,9.503,7.569,0.21,0.185,1.781,1.318,55.468,28.8,4.33,25.269,18.148,0.371,0.419,0.428,0.281,0.45,0.506,0.024,0.035,0.402,0.424,5.104,2.977,1.498,1.427,0.036,0.042,0.029,0.028,19.05,15.578,0.336,0.351,13.0,13.0,256.837,150.961,2,13.4,0,0,34.0,39.0,5.0,0
T0442323,1.262,2.175,10.93,9.496,0.382,0.36,1.593,1.059,136.931,43.336,3.81,31.236,17.154,0.34,0.399,0.698,1.919,0.79,1.604,0.049,0.051,0.709,0.357,14.02,38.083,1.505,7.384,0.03,0.365,0.035,0.079,31.053,95.263,0.456,0.409,10.0,11.0,370.726,119.192,7,29.4,1,1,16.0,22.0,6.0,1
T0442323,1.673,3.147,10.532,9.217,0.365,0.365,1.628,1.096,134.778,41.234,3.83,30.324,16.111,0.337,0.47,0.518,1.543,0.719,1.633,0.034,0.036,0.617,0.327,7.086,38.681,1.22,6.479,0.023,0.327,0.052,0.069,30.214,89.332,0.421,0.416,11.0,11.0,347.978,119.518,7,29.4,1,1,16.0,22.0,6.0,1
T0442323,1.523,1.896,11.116,7.066,0.288,0.272,2.344,1.082,115.577,33.89,4.58,32.37,15.282,0.346,0.412,0.798,2.514,0.851,2.478,0.072,0.107,0.672,0.674,23.373,40.43,1.368,7.771,0.031,0.226,0.039,0.179,34.613,104.008,0.415,0.405,10.0,10.0,390.72,113.574,7,29.4,1,1,16.0,22.0,6.0,1
T0443168,1.793,1.572,8.667,8.001,0.335,0.295,1.704,1.466,132.798,83.93,4.51,32.484,27.409,0.268,0.268,0.797,0.786,1.007,0.705,0.104,0.101,0.66,0.897,32.997,27.644,3.888,3.728,0.017,0.042,0.031,0.176,88.618,38.887,0.483,0.47,8.0,8.0,335.818,247.158,9,35.4,0,0,52.0,61.0,6.0,1
T0443168,1.452,1.342,8.196,7.308,0.34,0.44,1.773,1.291,126.97,94.95,3.69,33.664,27.328,0.256,0.274,0.591,0.706,1.367,0.897,0.088,0.113,0.629,0.478,32.532,17.926,4.414,1.561,0.025,0.036,0.018,0.039,93.81,31.185,0.455,0.447,10.0,10.0,296.328,212.549,9,35.4,0,0,52.0,61.0,6.0,1
T0443168,1.58,1.571,8.789,7.714,0.325,0.315,1.518,1.396,116.843,83.046,4.02,37.225,27.903,0.262,0.276,0.802,1.356,1.245,0.587,0.092,0.114,0.502,0.573,43.528,23.224,5.099,2.218,0.013,0.022,0.035,0.068,106.39,36.589,0.474,0.481,9.0,9.0,372.543,216.872,9,35.4,0,0,52.0,61.0,6.0,1
T0444173,0.578,0.721,4.708,4.166,0.325,0.255,0.693,0.867,37.386,20.141,4.26,23.421,16.809,0.196,0.25,0.109,0.13,0.145,0.246,0.015,0.042,0.256,0.216,2.019,1.86,1.138,0.74,0.014,0.011,0.023,0.027,4.534,6.912,0.46,0.45,9.0,9.0,115.712,77.332,3,19.0,1,1,60.0,55.0,4.0,0
T0444173,0.586,0.841,4.672,4.459,0.302,0.23,0.862,0.841,35.736,18.971,4.17,22.422,17.274,0.213,0.254,0.175,0.109,0.32,0.221,0.098,0.02,0.172,0.153,6.957,0.903,0.972,2.057,0.015,0.049,0.039,0.144,11.509,7.24,0.448,0.445,10.0,9.0,115.804,84.383,3,19.0,1,1,60.0,55.0,4.0,0
T0444173,0.501,0.639,4.593,4.04,0.312,0.252,0.768,0.68,36.0,19.578,4.07,22.634,17.03,0.198,0.233,0.144,0.149,0.264,0.507,0.017,0.098,0.112,0.229,2.3,3.727,1.332,1.159,0.02,0.02,0.06,0.032,6.125,12.931,0.455,0.435,10.0,10.0,114.982,74.908,3,19.0,1,1,60.0,55.0,4.0,0
T0444173,0.529,0.652,4.686,4.274,0.32,0.245,0.747,0.804,37.234,20.153,3.97,21.419,17.326,0.216,0.239,0.179,0.182,0.268,0.235,0.047,0.091,0.136,0.102,1.488,10.146,1.165,1.466,0.011,0.021,0.025,0.097,11.025,8.101,0.463,0.412,9.0,11.0,113.142,78.085,3,19.0,1,1,60.0,55.0,4.0,0
T0444173,0.639,0.7,4.696,4.113,0.33,0.245,0.594,0.675,38.946,18.781,3.99,22.71,16.401,0.206,0.251,0.147,0.171,0.178,0.514,0.061,0.101,0.182,0.266,4.388,4.263,1.239,0.836,0.017,0.03,0.042,0.165,6.717,10.319,0.452,0.422,10.0,9.0,114.888,75.124,3,19.0,1,1,60.0,55.0,4.0,0
T0444173,0.526,0.739,4.781,4.272,0.348,0.258,0.64,0.764,39.776,20.734,3.72,21.441,16.923,0.224,0.261,0.202,0.063,0.373,0.219,0.084,0.017,0.157,0.113,3.783,1.881,1.226,1.132,0.021,0.023,0.035,0.048,11.205,5.308,0.442,0.424,10.0,10.0,108.158,78.158,3,19.0,1,1,60.0,55.0,4.0,0
T0445222,0.611,0.946,3.581,3.22,0.208,0.16,0.822,0.864,16.086,8.264,5.6,19.446,13.765,0.18,0.234,0.135,0.16,0.17,0.223,0.017,0.008,0.196,0.157,0.67,0.957,1.394,1.1,0.013,0.026,0.025,0.019,6.265,4.893,0.429,0.441,10.0,10.0,75.98,50.159,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.7,1.044,3.562,3.345,0.222,0.17,0.516,0.846,16.884,8.238,5.05,19.348,12.999,0.183,0.25,0.119,0.136,0.099,0.097,0.007,0.005,0.179,0.131,0.562,0.591,0.65,1.083,0.009,0.025,0.013,0.01,2.501,4.221,0.407,0.399,10.0,10.0,75.994,47.076,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.629,0.97,3.601,3.268,0.202,0.158,0.832,0.728,16.078,8.343,5.59,20.074,13.892,0.18,0.234,0.144,0.075,0.217,0.196,0.014,0.007,0.236,0.119,0.621,0.86,1.116,0.762,0.018,0.017,0.036,0.023,3.657,4.453,0.441,0.432,10.0,10.0,78.036,50.076,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.606,0.929,3.569,3.218,0.208,0.16,0.786,0.803,16.321,7.988,5.34,19.663,13.346,0.174,0.236,0.126,0.093,0.14,0.15,0.013,0.007,0.292,0.137,0.844,0.699,0.876,1.233,0.012,0.028,0.024,0.018,3.156,4.047,0.417,0.423,10.0,10.0,76.196,48.024,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.69,0.961,3.684,3.327,0.185,0.155,1.123,0.821,15.636,8.001,5.89,20.452,13.212,0.184,0.252,0.133,0.073,0.239,0.159,0.011,0.016,0.266,0.126,0.79,1.735,0.866,1.768,0.017,0.033,0.042,0.041,4.559,6.025,0.452,0.449,10.0,10.0,81.039,49.232,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.695,1.029,3.571,3.264,0.19,0.155,0.828,0.838,15.564,8.165,5.84,19.488,14.36,0.18,0.24,0.158,0.127,0.137,0.209,0.008,0.008,0.307,0.119,1.14,1.35,1.485,1.348,0.017,0.024,0.017,0.019,4.575,6.512,0.448,0.442,9.0,9.0,81.914,52.68,8,11.0,1,0,54.0,44.0,5.0,1
T0445222,0.759,1.18,3.567,3.305,0.185,0.145,0.614,0.811,15.908,7.893,6.11,21.599,14.425,0.168,0.23,0.091,0.167,0.205,0.162,0.011,0.012,0.308,0.118,1.226,1.222,1.076,1.415,0.012,0.028,0.029,0.035,6.038,6.378,0.463,0.454,9.0,9.0,81.555,53.141,8,11.0,1,0,54.0,44.0,5.0,1
T0446175,0.587,0.6,2.684,2.227,0.13,0.115,0.697,0.636,5.549,2.708,6.03,13.472,10.082,0.196,0.209,0.303,0.068,0.301,0.231,0.059,0.011,0.191,0.187,1.663,0.747,1.124,1.24,0.021,0.026,0.044,0.049,6.585,5.098,0.292,0.302,14.0,13.0,38.636,24.614,2,5.6,1,0,23.0,34.0,4.0,1
T0446175,0.714,0.536,2.789,2.095,0.17,0.135,0.5,0.5,7.019,3.054,4.97,12.902,9.547,0.219,0.228,0.21,0.091,0.257,0.149,0.014,0.012,0.09,0.072,1.061,0.486,1.373,0.833,0.024,0.027,0.022,0.016,5.754,2.537,0.284,0.284,15.0,15.0,39.758,21.959,2,5.6,1,0,23.0,34.0,4.0,1
T0446175,0.773,0.577,2.844,2.142,0.165,0.135,0.5,0.536,6.927,2.888,5.02,13.366,9.098,0.217,0.239,0.137,0.092,0.273,0.122,0.008,0.009,0.116,0.062,0.732,0.162,1.311,0.43,0.036,0.021,0.021,0.018,4.319,1.124,0.288,0.285,15.0,15.0,41.792,21.421,2,5.6,1,0,23.0,34.0,4.0,1
T0446175,0.909,0.625,2.851,2.194,0.15,0.12,0.552,0.625,6.576,2.84,5.54,13.8,9.534,0.212,0.229,0.185,0.059,0.135,0.139,0.008,0.008,0.064,0.097,0.695,0.278,1.285,0.558,0.02,0.021,0.019,0.012,4.584,1.764,0.298,0.302,14.0,14.0,42.656,22.223,2,5.6,1,0,23.0,34.0,4.0,1
T0446201,0.757,0.856,4.189,3.517,0.23,0.19,1.16,0.942,27.138,15.728,5.25,25.826,19.937,0.162,0.175,0.168,0.091,0.162,0.182,0.012,0.065,0.273,0.274,2.155,2.604,1.104,1.491,0.01,0.011,0.02,0.022,4.886,8.485,0.47,0.46,9.0,9.0,117.855,79.722,3,18.0,1,0,52.0,52.0,5.0,0
T0446201,0.744,0.791,4.089,3.463,0.24,0.205,1.12,0.852,27.438,15.892,5.17,24.232,19.576,0.169,0.185,0.2,0.091,0.164,0.233,0.02,0.034,0.198,0.186,1.945,1.735,2.504,1.127,0.024,0.009,0.019,0.029,10.849,8.358,0.459,0.456,9.0,9.0,111.629,73.915,3,18.0,1,0,52.0,52.0,5.0,0
T0446201,0.788,0.82,3.986,3.352,0.212,0.215,1.16,0.746,25.095,17.004,5.32,24.96,20.436,0.159,0.166,0.165,0.088,0.28,0.368,0.081,0.017,0.41,0.32,10.026,3.491,6.857,3.948,0.114,0.059,0.043,0.116,32.884,16.32,0.431,0.458,10.0,9.0,110.64,80.97,3,18.0,1,0,52.0,52.0,5.0,0
T0446201,0.618,0.713,3.922,3.462,0.282,0.22,0.866,0.781,30.482,16.961,4.93,22.624,19.251,0.172,0.183,0.192,0.067,0.149,0.203,0.105,0.028,0.263,0.208,9.288,3.654,2.076,1.839,0.022,0.008,0.165,0.295,8.7,11.445,0.44,0.636,8.0,7.0,95.125,75.201,3,18.0,1,0,52.0,52.0,5.0,0
T0446201,0.881,0.729,4.038,3.513,0.215,0.2,0.9,0.85,24.942,17.012,5.52,25.355,20.471,0.155,0.173,0.172,0.093,0.319,0.143,0.015,0.04,0.284,0.24,3.065,2.424,1.736,2.979,0.016,0.026,0.022,0.024,10.425,12.989,0.466,0.471,9.0,9.0,113.365,84.471,3,18.0,1,0,52.0,52.0,5.0,0
T0447366,0.687,0.708,4.607,4.215,0.255,0.218,1.311,1.016,34.943,22.038,5.78,26.268,21.27,0.179,0.203,0.186,0.733,0.518,0.635,0.088,0.024,0.952,0.387,15.486,9.516,4.045,3.682,0.016,0.009,0.054,0.158,30.312,31.901,0.468,0.511,9.0,8.0,137.998,97.56,10,25.4,0,0,57.0,58.0,5.0,1
T0447366,0.788,0.941,5.418,4.545,0.252,0.218,1.811,0.734,42.746,23.045,5.15,27.542,20.51,0.196,0.219,0.131,2.387,0.204,0.372,0.029,0.018,0.427,0.313,3.56,5.2,0.975,2.24,0.013,0.011,0.034,0.029,5.986,18.174,0.502,0.47,8.0,8.0,165.363,101.21,10,25.4,0,0,57.0,58.0,5.0,1
T0447366,0.846,0.911,5.299,4.218,0.245,0.18,1.718,1.086,42.973,15.109,5.93,26.523,19.59,0.2,0.23,0.232,0.249,0.447,0.689,0.082,0.022,0.491,0.22,9.673,7.941,1.511,3.526,0.017,0.013,0.032,0.244,19.02,30.194,0.497,0.504,9.0,7.0,159.23,86.335,10,25.4,0,0,57.0,58.0,5.0,1
T0447366,0.884,0.918,5.252,4.35,0.24,0.195,1.406,1.026,40.154,20.208,5.67,27.372,20.086,0.201,0.222,0.143,2.882,0.457,0.558,0.028,0.019,0.316,0.369,2.586,6.653,2.059,3.335,0.025,0.014,0.051,0.032,10.362,26.283,0.473,0.497,8.0,8.0,163.644,94.652,10,25.4,0,0,57.0,58.0,5.0,1
T0448657,2.5,2.614,24.777,20.208,0.415,0.345,4.519,4.037,418.347,205.57,3.67,35.652,25.984,0.695,0.792,0.507,1.672,1.358,4.561,0.162,0.134,1.935,9.492,99.255,77.874,1.913,6.133,0.046,0.074,0.038,0.248,75.802,164.447,0.446,0.471,9.0,8.0,966.892,565.9,2,34.0,0,0,40.0,64.0,5.0,1
T0448657,4.182,3.116,23.07,21.113,0.282,0.332,6.43,3.198,315.655,208.051,3.28,39.878,26.677,0.607,0.73,1.125,8.278,6.621,4.282,0.309,0.178,2.607,1.489,235.067,92.126,12.71,7.911,0.706,0.409,0.235,0.066,350.034,217.6,0.542,0.508,8.0,8.0,1032.833,572.309,2,34.0,0,0,40.0,64.0,5.0,1
T0448657,4.493,2.864,24.071,20.506,0.332,0.365,4.286,3.556,328.724,206.736,3.8,35.708,26.61,0.69,0.781,31.245,1.296,4.012,2.941,0.153,0.119,30.028,1.149,145.897,77.454,8.84,6.912,0.18,0.474,0.17,0.04,329.113,186.108,0.417,0.451,12.0,10.0,933.894,566.889,2,34.0,0,0,40.0,64.0,5.0,1
T0448657,1.85,1.512,23.314,20.639,0.5,0.48,4.671,2.904,432.188,252.6,3.31,34.939,25.748,0.675,0.834,2.253,1.328,2.125,1.079,0.115,0.11,1.591,0.946,82.193,87.399,2.477,7.857,0.065,1.519,0.132,0.048,118.11,170.215,0.45,0.452,8.0,9.0,888.14,560.759,2,34.0,0,0,40.0,64.0,5.0,1
T0449651,2.581,2.259,12.469,12.296,0.24,0.23,3.895,2.915,92.187,73.783,5.35,24.596,23.172,0.499,0.554,0.982,0.481,0.86,0.698,0.027,0.024,0.828,0.651,10.709,7.657,2.054,1.63,0.046,0.023,0.038,0.027,40.363,38.86,0.514,0.492,9.0,9.0,347.874,303.506,6,26.2,1,0,61.0,36.0,5.0,1
T0449651,2.196,2.018,13.101,12.188,0.292,0.235,1.84,2.281,110.274,72.024,4.76,25.524,22.234,0.513,0.554,0.506,0.554,0.625,0.76,0.06,0.029,1.095,0.749,18.725,10.42,1.666,1.245,0.033,0.05,0.03,0.164,27.935,26.097,0.43,0.45,10.0,8.0,363.184,286.859,6,26.2,1,0,61.0,36.0,5.0,1
T0449651,2.776,2.348,12.543,12.692,0.242,0.21,2.39,3.027,90.888,68.211,5.67,25.784,23.09,0.495,0.538,0.467,0.488,1.023,0.642,0.09,0.016,0.817,0.68,24.395,9.662,0.931,2.451,0.043,0.048,0.167,0.297,22.05,43.113,0.489,0.459,8.0,8.0,355.864,323.524,6,26.2,1,0,61.0,36.0,5.0,1
T0449651,2.788,2.136,12.712,12.45,0.26,0.22,2.844,2.593,99.851,68.134,5.28,25.918,21.694,0.483,0.54,0.645,0.836,0.786,1.147,0.067,0.018,0.668,0.584,17.553,11.094,1.564,4.055,0.043,0.204,0.022,0.158,28.302,63.241,0.466,0.457,9.0,8.0,375.667,295.584,6,26.2,1,0,61.0,36.0,5.0,1
T0449651,2.733,2.668,13.715,12.434,0.228,0.19,3.593,3.422,101.534,63.11,6.07,25.934,22.506,0.524,0.579,0.394,0.203,1.297,0.85,0.092,0.011,1.329,0.417,31.823,9.336,1.057,1.76,0.053,0.039,0.022,0.216,31.873,39.697,0.527,0.513,8.0,6.0,392.272,318.506,6,26.2,1,0,61.0,36.0,5.0,1
T0450107,1.336,1.077,5.852,4.378,0.26,0.205,1.259,0.987,47.971,26.792,5.62,27.48,23.948,0.214,0.19,0.255,0.264,0.229,0.979,0.007,0.043,0.206,0.341,3.855,8.431,1.557,7.041,0.013,0.176,0.019,0.046,14.132,38.881,0.517,0.506,8.0,9.0,183.02,121.193,3,28.0,1,0,62.0,59.0,5.0,0
T0450107,1.889,0.981,6.304,4.836,0.21,0.22,1.735,1.13,44.325,31.633,5.63,29.051,26.235,0.226,0.179,0.793,0.122,0.731,0.277,0.049,0.006,0.434,0.227,4.324,2.158,3.02,1.471,0.019,0.015,0.047,0.039,38.433,10.057,0.601,0.591,7.0,7.0,210.459,141.037,3,28.0,1,0,62.0,59.0,5.0,0
T0450107,1.382,0.957,5.874,4.611,0.255,0.21,1.287,1.158,50.334,28.129,5.43,28.623,23.389,0.204,0.188,0.397,0.223,0.318,0.249,0.067,0.027,0.328,0.12,7.895,2.103,1.527,1.015,0.007,0.013,0.014,0.21,17.519,9.18,0.521,0.516,8.0,7.0,194.305,124.302,3,28.0,1,0,62.0,59.0,5.0,0
T0450107,2.15,1.048,5.858,4.919,0.225,0.23,2.698,0.99,46.497,33.333,5.68,28.985,26.317,0.199,0.187,0.76,0.188,0.58,0.345,0.032,0.018,0.755,0.221,2.396,5.347,1.716,1.521,0.019,0.012,0.06,0.04,28.334,16.599,0.548,0.574,8.0,7.0,196.288,141.946,3,28.0,1,0,62.0,59.0,5.0,0
T0450107,1.876,0.867,6.457,4.501,0.215,0.26,1.576,0.8,50.72,31.738,5.02,30.723,23.961,0.207,0.182,0.415,0.12,0.409,0.479,0.037,0.035,0.772,0.173,5.177,6.409,1.044,3.896,0.013,0.07,0.07,0.071,20.633,18.571,0.56,0.558,7.0,7.0,220.913,121.644,3,28.0,1,0,62.0,59.0,5.0,0
T0450107,1.094,0.978,5.758,4.566,0.252,0.215,1.424,0.967,49.634,28.792,4.95,28.072,24.928,0.203,0.178,0.254,0.109,0.505,0.191,0.073,0.006,0.276,0.209,5.126,1.584,1.183,0.689,0.013,0.009,0.023,0.048,23.463,5.865,0.522,0.522,8.0,8.0,183.609,130.321,3,28.0,1,0,62.0,59.0,5.0,0
T0450388,3.442,4.563,19.712,15.317,0.37,0.31,3.75,5.38,478.748,234.249,5.07,55.195,38.597,0.336,0.386,0.842,8.876,6.286,4.778,0.148,0.135,11.353,4.152,228.348,124.561,18.304,15.674,0.069,0.118,0.269,0.279,539.652,340.594,0.756,0.629,7.0,9.0,1259.864,697.826,3,64.4,0,0,84.0,58.0,6.0,1
T0450793,2.691,3.153,12.346,9.349,0.185,0.18,2.445,1.298,53.516,34.424,4.1,20.684,16.95,0.581,0.561,0.643,0.92,0.551,0.946,0.016,0.017,0.596,0.391,4.698,6.634,1.317,2.439,0.051,0.107,0.019,0.02,18.239,32.622,0.296,0.284,15.0,16.0,273.647,184.622,4,17.4,0,0,38.0,33.0,5.0,1
T0450793,2.605,2.112,11.916,9.614,0.205,0.185,2.232,1.71,58.813,34.795,3.9,20.885,16.353,0.569,0.589,0.303,0.501,0.6,1.156,0.018,0.02,0.496,0.677,7.749,9.087,0.793,3.539,0.031,0.337,0.067,0.042,18.912,45.887,0.292,0.272,15.0,17.0,277.949,175.543,4,17.4,0,0,38.0,33.0,5.0,1
T0450793,2.242,1.9,11.831,9.66,0.202,0.188,2.414,1.47,52.514,34.408,3.82,19.922,16.618,0.587,0.572,0.483,0.677,0.947,0.407,0.011,0.011,0.468,0.306,4.894,4.309,0.889,1.681,0.029,0.09,0.017,0.015,29.781,17.223,0.295,0.274,16.0,16.0,258.874,182.016,4,17.4,0,0,38.0,33.0,5.0,1
T0450793,3.078,1.821,12.481,9.626,0.205,0.192,2.409,1.468,64.706,36.269,3.81,22.005,16.819,0.587,0.558,0.544,0.988,0.8,0.739,0.016,0.017,0.601,0.473,9.775,1.995,2.423,0.899,0.077,0.069,0.018,0.01,39.669,9.933,0.299,0.274,15.0,16.0,307.027,182.458,4,17.4,0,0,38.0,33.0,5.0,1
T0450793,2.184,2.583,11.546,9.341,0.195,0.205,2.596,1.088,51.048,37.605,3.5,19.52,16.196,0.581,0.562,0.527,0.834,0.741,0.671,0.035,0.052,2.601,0.541,10.22,4.151,1.01,1.145,0.033,0.033,0.018,0.02,24.664,24.512,0.295,0.268,16.0,17.0,244.611,163.371,4,17.4,0,0,38.0,33.0,5.0,1
T0451120,0.613,0.668,3.338,2.763,0.192,0.185,0.635,0.532,9.99,6.244,3.42,15.0,10.314,0.231,0.268,0.344,0.235,0.398,0.324,0.096,0.08,0.483,0.226,4.402,2.704,2.683,2.484,0.032,0.158,0.062,0.089,15.417,9.2,0.288,0.289,14.0,16.0,49.183,31.646,14,7.5,1,0,40.0,37.0,5.0,0
T0451120,0.882,1.0,3.754,3.124,0.14,0.115,1.5,1.2,9.27,4.257,6.12,15.637,11.126,0.243,0.285,0.176,0.09,0.272,0.196,0.014,0.007,0.414,0.203,0.864,0.436,1.271,1.272,0.017,0.05,0.022,0.02,7.924,3.535,0.334,0.332,13.0,13.0,63.421,38.687,14,7.5,1,0,40.0,37.0,5.0,0
T0451120,0.8,0.575,2.684,3.366,0.16,0.16,0.667,0.893,6.18,9.848,3.59,11.125,14.45,0.229,0.243,0.261,0.23,0.409,0.543,0.062,0.034,0.364,0.635,2.184,2.996,3.09,3.64,0.046,0.084,0.056,0.133,16.281,19.118,0.254,0.263,8.0,9.0,32.867,53.486,14,7.5,1,0,40.0,37.0,5.0,0
T0451120,0.8,1.0,3.556,3.22,0.145,0.115,1.364,1.0,9.537,4.405,5.92,16.136,11.44,0.221,0.277,0.147,0.172,0.303,0.209,0.016,0.012,0.375,0.207,1.036,0.694,1.005,1.025,0.024,0.031,0.028,0.027,6.145,4.496,0.34,0.335,13.0,13.0,63.664,36.712,14,7.5,1,0,40.0,37.0,5.0,0
T0451236,0.38,0.438,2.584,2.439,0.19,0.18,0.414,0.483,9.126,5.26,4.0,16.01,11.038,0.161,0.228,0.116,0.057,0.29,0.177,0.033,0.012,0.086,0.046,2.745,0.336,4.312,0.771,0.163,0.026,0.03,0.022,14.164,2.237,0.288,0.279,16.0,16.0,46.546,28.561,3,6.7,1,1,38.0,34.0,6.0,0
T0451236,0.46,0.476,2.758,2.438,0.19,0.175,0.458,0.426,9.584,5.422,3.92,16.437,10.875,0.166,0.22,0.117,0.111,0.24,0.205,0.03,0.051,0.093,0.131,0.632,0.959,0.759,0.648,0.017,0.024,0.029,0.023,5.073,2.881,0.289,0.285,15.0,15.0,49.728,29.308,3,6.7,1,1,38.0,34.0,6.0,0
T0451236,0.345,0.4,2.539,2.356,0.205,0.19,0.398,0.424,9.038,5.875,3.96,16.184,11.388,0.158,0.222,0.085,0.036,0.206,0.199,0.016,0.013,0.071,0.104,0.691,0.746,1.117,0.909,0.021,0.024,0.019,0.012,3.915,3.214,0.279,0.271,16.0,16.0,44.579,29.368,3,6.7,1,1,38.0,34.0,6.0,0
T0451236,0.398,0.4,2.626,2.385,0.195,0.185,0.381,0.43,9.638,5.542,3.86,16.986,11.332,0.155,0.212,0.097,0.045,0.172,0.188,0.015,0.016,0.068,0.07,0.637,0.645,0.894,0.906,0.011,0.029,0.014,0.015,4.506,2.372,0.284,0.273,16.0,16.0,48.034,29.116,3,6.7,1,1,38.0,34.0,6.0,0
T0451805,0.361,0.909,2.537,2.396,0.185,0.115,0.433,0.433,4.078,1.673,3.37,7.655,5.216,0.332,0.464,0.042,0.19,0.166,0.216,0.013,0.011,0.118,0.064,0.293,0.206,0.931,0.657,0.056,0.092,0.012,0.016,2.016,1.13,0.187,0.201,23.0,22.0,19.98,13.537,3,2.9,0,1,25.0,22.0,4.0,1
T0451805,0.433,1.3,2.657,2.455,0.15,0.085,0.675,0.646,3.635,1.414,4.03,8.278,6.061,0.323,0.406,0.043,0.303,0.188,0.205,0.011,0.009,0.115,0.147,0.295,0.202,0.796,0.701,0.048,0.061,0.039,0.017,1.934,2.517,0.212,0.206,20.0,21.0,22.673,15.57,3,2.9,0,1,25.0,22.0,4.0,1
T0451805,0.391,0.929,2.65,2.39,0.175,0.112,0.557,0.473,3.962,1.695,3.59,7.626,5.152,0.354,0.462,0.043,0.157,0.258,0.187,0.01,0.014,0.085,0.085,0.565,0.18,1.342,0.667,0.234,0.075,0.014,0.016,2.892,1.31,0.195,0.205,22.0,22.0,21.916,13.78,3,2.9,0,1,25.0,22.0,4.0,1
T0451805,0.433,1.183,2.668,2.461,0.165,0.1,0.546,0.552,3.789,1.555,3.71,8.128,5.714,0.33,0.458,0.07,0.226,0.243,0.271,0.022,0.012,0.095,0.121,0.681,0.219,0.847,0.769,0.038,0.097,0.015,0.018,3.023,1.538,0.197,0.208,21.0,22.0,22.75,15.128,3,2.9,0,1,25.0,22.0,4.0,1
T0451805,0.382,1.138,2.577,2.51,0.165,0.098,0.52,0.558,3.934,1.55,3.77,7.831,5.502,0.336,0.456,0.055,0.249,0.188,0.201,0.015,0.016,0.122,0.153,0.394,0.272,0.816,0.679,0.052,0.085,0.015,0.018,1.885,2.049,0.198,0.209,21.0,22.0,22.106,15.116,3,2.9,0,1,25.0,22.0,4.0,1
T0451805,0.408,1.25,2.622,2.53,0.165,0.092,0.452,0.622,3.752,1.531,3.7,7.983,5.482,0.322,0.449,0.051,0.233,0.219,0.174,0.013,0.014,0.127,0.157,0.249,0.154,0.748,0.751,0.065,0.084,0.014,0.017,1.53,2.125,0.195,0.197,22.0,22.0,22.646,15.158,3,2.9,0,1,25.0,22.0,4.0,1
T0451955,0.573,0.436,2.414,2.563,0.21,0.24,0.344,0.436,8.954,10.724,1.96,15.983,13.757,0.151,0.177,0.169,0.387,0.267,0.209,0.033,0.069,0.335,0.15,2.777,1.94,4.087,4.063,0.02,0.028,0.154,0.114,15.606,13.797,0.184,0.149,3.0,3.0,43.68,36.615,10,10.6,0,1,40.0,35.0,5.0,1
T0451955,0.56,0.9,2.977,2.541,0.175,0.155,0.822,0.432,12.402,7.369,5.6,21.67,15.148,0.138,0.165,0.157,0.259,0.139,0.294,0.014,0.018,0.252,0.128,1.128,1.936,1.028,2.759,0.01,0.034,0.016,0.022,3.351,11.559,0.366,0.357,12.0,12.0,70.027,41.38,10,10.6,0,1,40.0,35.0,5.0,1
T0451955,1.143,0.82,2.939,2.837,0.115,0.125,0.711,1.025,5.574,8.439,7.83,14.48,22.458,0.186,0.123,0.725,0.287,0.359,0.302,0.005,0.012,0.163,0.49,2.148,2.906,3.971,5.696,0.067,0.097,0.056,0.052,17.959,18.821,0.383,0.416,9.0,11.0,46.451,69.962,10,10.6,0,1,40.0,35.0,5.0,1
T0451955,0.562,0.846,3.009,2.544,0.17,0.14,0.764,0.502,11.47,4.663,6.14,20.23,12.692,0.151,0.186,0.113,0.261,0.124,0.283,0.046,0.004,0.347,0.171,2.541,2.087,1.25,3.397,0.015,0.031,0.014,0.119,3.122,14.504,0.383,0.364,11.0,10.0,66.506,32.677,10,10.6,0,1,40.0,35.0,5.0,1
T0451955,0.75,0.7,2.737,2.889,0.125,0.135,0.577,0.892,7.795,8.682,7.4,18.517,19.308,0.167,0.153,0.477,0.115,0.46,0.338,0.015,0.01,0.138,0.265,3.07,2.303,4.087,3.361,0.028,0.036,0.091,0.1,19.442,13.964,0.36,0.394,11.0,11.0,59.965,62.011,10,10.6,0,1,40.0,35.0,5.0,1
