dog_id,asc_peak_slopes_A,asc_peak_slopes_C,avg_pres_A,avg_pres_C,contact_durations_A,contact_durations_C,des_peak_slopes_A,des_peak_slopes_C,impulses_A,impulses_C,pace,paw_area_A,paw_area_C,ratio_pres2area_A,ratio_pres2area_C,std_asc_peak_slopes_A,std_asc_peak_slopes_C,std_avg_pres_A,std_avg_pres_C,std_contact_durations_A,std_contact_durations_C,std_des_peak_slopes_A,std_des_peak_slopes_C,std_impulses_A,std_impulses_C,std_paw_area_A,std_paw_area_C,std_ratio_pres2area_A,std_ratio_pres2area_C,std_step_lengths_A,std_step_lengths_C,std_vert_forces_A,std_vert_forces_C,step_lengths_A,step_lengths_C,steps_A,steps_C,vert_forces_A,vert_forces_C,Alter,Gewicht,sex,neutered,Rückenlänge,Schulterhöhe,BCS,target
T0454124,1.277,1.282,5.499,4.758,0.27,0.21,0.992,0.853,42.464,27.101,5.15,26.858,22.66,0.212,0.21,0.401,0.699,0.413,0.117,0.03,0.011,0.167,0.099,10.707,5.74,4.618,4.932,0.066,0.091,0.118,0.174,31.557,25.93,0.467,0.474,10.0,8.0,152.823,120.806,7,27.4,0,1,55.0,55.0,5.0,1
T0454124,1.277,1.282,5.499,4.758,0.27,0.21,0.992,0.853,42.464,27.101,5.15,26.858,22.66,0.212,0.21,0.401,0.699,0.413,0.117,0.03,0.011,0.167,0.099,10.707,5.74,4.618,4.932,0.066,0.091,0.118,0.174,31.557,25.93,0.467,0.474,10.0,8.0,152.823,120.806,7,28.2,0,1,33.0,52.0,5.0,1
T0454124,1.154,1.652,5.544,4.281,0.315,0.27,0.666,0.481,56.846,28.182,4.03,27.02,22.024,0.208,0.198,0.227,1.937,0.631,0.323,0.055,0.066,0.248,0.226,17.422,5.62,7.399,2.958,0.255,0.043,0.035,0.032,48.823,17.862,0.419,0.415,10.0,10.0,154.57,101.042,7,27.4,0,1,55.0,55.0,5.0,1
T0454124,1.154,1.652,5.544,4.281,0.315,0.27,0.666,0.481,56.846,28.182,4.03,27.02,22.024,0.208,0.198,0.227,1.937,0.631,0.323,0.055,0.066,0.248,0.226,17.422,5.62,7.399,2.958,0.255,0.043,0.035,0.032,48.823,17.862,0.419,0.415,10.0,10.0,154.57,101.042,7,28.2,0,1,33.0,52.0,5.0,1
T0454124,1.237,1.527,5.495,4.603,0.26,0.21,0.942,0.892,41.541,27.419,5.24,26.473,23.452,0.204,0.199,0.176,0.733,0.463,0.28,0.015,0.027,0.413,0.123,13.135,7.27,6.695,5.0,0.133,0.082,0.025,0.034,47.158,28.983,0.463,0.451,9.0,9.0,153.855,124.633,7,27.4,0,1,55.0,55.0,5.0,1
T0454124,1.237,1.527,5.495,4.603,0.26,0.21,0.942,0.892,41.541,27.419,5.24,26.473,23.452,0.204,0.199,0.176,0.733,0.463,0.28,0.015,0.027,0.413,0.123,13.135,7.27,6.695,5.0,0.133,0.082,0.025,0.034,47.158,28.983,0.463,0.451,9.0,9.0,153.855,124.633,7,28.2,0,1,33.0,52.0,5.0,1
T0454124,1.081,1.233,5.379,4.457,0.348,0.312,0.74,0.535,53.616,33.092,4.12,26.686,21.728,0.2,0.207,0.336,1.284,0.407,0.323,0.047,0.048,0.202,0.176,5.883,3.049,2.198,1.319,0.022,0.015,0.023,0.034,20.033,12.587,0.419,0.411,10.0,10.0,149.516,107.279,7,27.4,0,1,55.0,55.0,5.0,1
T0454124,1.081,1.233,5.379,4.457,0.348,0.312,0.74,0.535,53.616,33.092,4.12,26.686,21.728,0.2,0.207,0.336,1.284,0.407,0.323,0.047,0.048,0.202,0.176,5.883,3.049,2.198,1.319,0.022,0.015,0.023,0.034,20.033,12.587,0.419,0.411,10.0,10.0,149.516,107.279,7,28.2,0,1,33.0,52.0,5.0,1
T0454128,3.715,3.288,19.612,17.892,0.282,0.24,4.43,3.774,212.16,122.442,5.58,33.848,25.806,0.584,0.678,0.978,0.518,1.024,1.207,0.074,0.011,1.344,0.698,35.418,9.356,2.11,1.105,0.028,0.044,0.016,0.187,75.829,34.793,0.518,0.526,8.0,7.0,687.796,506.915,5,28.8,0,1,45.0,58.0,5.0,1
T0454128,3.641,3.729,18.918,18.094,0.28,0.227,3.261,3.958,198.218,118.744,5.84,32.464,25.994,0.56,0.685,0.876,0.289,0.905,1.115,0.109,0.102,1.438,0.922,58.927,81.525,2.13,2.442,0.02,0.065,0.01,0.234,60.207,64.285,0.522,0.546,7.0,6.0,679.03,517.668,5,28.8,0,1,45.0,58.0,5.0,1
T0454128,3.688,3.497,18.941,18.375,0.315,0.225,3.688,4.205,220.07,134.889,5.55,32.575,26.136,0.573,0.749,0.578,0.559,1.141,1.421,0.115,0.117,1.953,1.32,59.059,76.811,2.153,1.641,0.04,0.076,0.184,0.249,59.866,47.096,0.524,0.995,7.0,5.0,687.718,500.708,5,28.8,0,1,45.0,58.0,5.0,1
T0454999,1.022,1.054,5.972,4.644,0.318,0.272,1.04,0.869,72.471,39.076,4.94,32.848,26.632,0.18,0.174,0.104,0.224,0.257,0.185,0.011,0.012,0.261,0.15,3.349,2.235,1.17,1.181,0.009,0.011,0.032,0.014,12.848,7.283,0.542,0.55,8.0,8.0,227.032,138.184,2,34.0,0,0,82.0,60.0,7.0,1
T0454999,0.89,1.016,5.873,4.989,0.285,0.252,1.056,0.75,69.347,38.09,5.31,34.705,25.166,0.183,0.19,0.367,0.269,0.417,0.344,0.098,0.034,0.267,0.206,17.396,1.176,1.804,2.052,0.01,0.01,0.033,0.03,25.62,18.636,0.577,0.6,7.0,6.0,225.15,145.165,2,34.0,0,0,82.0,60.0,7.0,1
T0454999,0.84,0.908,5.543,4.527,0.305,0.285,0.88,0.709,65.87,39.609,4.59,33.054,24.675,0.171,0.185,0.401,0.23,0.436,0.374,0.025,0.016,0.094,0.129,11.991,5.593,4.639,3.16,0.036,0.047,0.029,0.024,38.289,14.34,0.539,0.544,7.0,7.0,209.727,136.584,2,34.0,0,0,82.0,60.0,7.0,1
T0455570,3.093,2.581,10.873,9.83,0.21,0.205,1.962,2.19,62.003,70.034,6.34,28.884,29.949,0.366,0.341,1.601,9.508,1.254,1.759,0.019,0.075,1.218,0.865,14.9,31.476,1.792,8.321,0.041,0.117,0.313,0.219,53.71,108.793,0.566,0.545,7.0,9.0,314.362,340.686,9,26.6,1,1,63.0,48.0,5.0,1
T0455570,2.207,2.807,10.422,9.685,0.235,0.225,1.823,1.42,87.656,78.246,5.65,30.918,25.846,0.328,0.38,1.182,1.823,1.074,0.875,0.117,0.064,1.024,0.499,50.376,22.391,2.427,2.464,0.029,0.029,0.048,0.195,55.864,49.954,0.486,0.52,8.0,7.0,341.168,279.709,9,26.6,1,1,63.0,48.0,5.0,1
T0455570,1.965,2.673,9.747,10.08,0.28,0.235,1.609,1.538,85.28,69.39,5.3,30.278,26.254,0.343,0.366,0.738,0.83,1.016,1.253,0.119,0.021,0.529,0.418,57.559,22.657,2.113,3.322,0.023,0.034,0.025,0.246,55.086,71.139,0.502,0.504,7.0,8.0,304.615,275.626,9,26.6,1,1,63.0,48.0,5.0,1
T0455570,2.645,2.853,10.369,9.565,0.27,0.235,2.052,1.807,103.284,66.17,5.55,30.409,25.619,0.339,0.374,0.788,0.812,0.951,0.718,0.082,0.018,0.688,0.421,24.239,11.5,2.362,1.968,0.014,0.026,0.141,0.26,57.957,37.901,0.5,0.525,9.0,7.0,338.637,292.995,9,26.6,1,1,63.0,48.0,5.0,1
T0455570,2.574,1.804,10.553,9.819,0.262,0.225,1.685,2.19,85.619,63.815,5.29,30.949,25.005,0.346,0.406,0.713,1.277,1.446,1.005,0.092,0.037,0.484,0.767,47.901,19.733,5.796,6.125,0.194,0.175,0.03,0.197,71.275,78.732,0.519,0.512,8.0,7.0,317.662,277.456,9,26.6,1,1,63.0,48.0,5.0,1
T0455872,1.043,1.659,11.422,11.054,0.34,0.318,2.989,1.507,113.922,80.002,4.02,27.455,21.875,0.405,0.492,0.271,0.115,0.446,0.687,0.015,0.017,1.053,0.327,5.729,10.799,1.549,1.999,0.03,0.07,0.031,0.049,16.609,23.811,0.403,0.389,11.0,10.0,328.013,240.331,4,24.0,0,1,38.0,55.0,6.0,1
T0455872,0.639,0.779,9.512,10.422,0.468,0.445,1.757,1.692,136.142,136.315,1.73,24.638,27.997,0.386,0.367,14.509,0.1,2.06,1.145,0.194,0.04,0.458,0.558,58.364,25.993,9.408,2.536,0.249,0.012,0.163,0.022,110.514,50.971,0.193,0.262,4.0,3.0,247.809,301.043,4,24.0,0,1,38.0,55.0,6.0,1
T0455872,0.975,1.371,10.799,10.018,0.37,0.37,2.7,0.865,116.881,92.943,2.3,26.946,22.119,0.391,0.466,0.318,0.723,1.453,1.751,0.543,0.542,1.188,0.606,138.992,121.504,1.696,4.852,0.053,0.113,0.056,0.114,45.977,71.787,0.374,0.401,11.0,13.0,320.465,222.682,4,24.0,0,1,38.0,55.0,6.0,1
T0455890,3.112,2.166,7.794,5.735,0.115,0.108,1.767,1.22,14.156,8.896,5.33,12.523,10.278,0.595,0.6,0.998,0.874,1.356,1.333,0.028,0.043,0.451,1.084,3.889,3.577,2.519,1.741,0.244,0.069,0.094,0.156,30.511,25.436,0.239,0.212,15.0,14.0,110.169,66.32,3,5.0,0,1,29.0,27.0,5.0,1
T0455900,2.111,2.14,6.206,7.099,0.105,0.105,2.26,2.962,11.318,18.255,7.96,16.022,20.643,0.38,0.349,0.273,0.497,0.828,0.755,0.013,0.01,0.425,0.771,3.951,3.693,2.016,3.333,0.042,0.045,0.174,0.164,28.37,34.364,0.442,0.406,9.0,11.0,105.154,170.96,4,8.4,1,1,34.0,33.0,5.0,1
T0455900,2.075,1.836,6.708,5.703,0.115,0.11,2.26,1.78,18.759,11.147,7.31,22.019,15.487,0.307,0.371,0.348,0.194,0.312,0.581,0.009,0.009,0.562,0.246,1.866,1.63,1.547,1.323,0.025,0.05,0.035,0.028,13.58,11.831,0.388,0.387,11.0,11.0,156.328,101.34,4,8.4,1,1,34.0,33.0,5.0,1
T0455900,2.018,1.554,6.866,5.78,0.13,0.125,1.869,1.6,21.78,12.234,5.91,20.848,15.131,0.326,0.39,0.25,0.094,0.406,0.456,0.008,0.005,0.318,0.229,1.597,1.338,0.92,0.771,0.025,0.031,0.021,0.023,8.622,9.047,0.341,0.356,12.0,12.0,156.357,92.773,4,8.4,1,1,34.0,33.0,5.0,1
T0455900,1.823,1.727,6.907,6.152,0.125,0.11,1.975,1.727,19.756,11.727,6.63,20.981,15.015,0.317,0.408,0.316,0.188,0.311,0.509,0.01,0.007,0.462,0.215,2.051,1.004,2.299,0.838,0.031,0.049,0.02,0.024,17.681,8.023,0.376,0.37,11.0,11.0,151.97,94.809,4,8.4,1,1,34.0,33.0,5.0,1
T0455900,1.752,1.633,6.861,5.765,0.13,0.12,1.688,1.683,20.626,11.612,6.1,21.074,14.81,0.318,0.372,0.323,0.163,0.347,0.27,0.009,0.007,0.453,0.153,1.056,1.702,1.13,1.081,0.025,0.028,0.015,0.014,11.472,10.018,0.348,0.356,12.0,12.0,156.143,92.748,4,8.4,1,1,34.0,33.0,5.0,1
T0455977,1.362,3.475,8.096,9.39,0.195,0.2,2.088,1.226,30.271,40.181,4.51,17.301,18.046,0.463,0.563,0.49,3.18,1.233,3.326,0.025,0.08,0.848,0.426,10.674,21.354,4.657,7.655,0.213,0.302,0.126,0.228,49.167,94.332,0.346,0.311,13.0,11.0,154.351,185.114,2,9.0,1,1,30.0,41.0,5.0,1
T0455985,1.648,1.801,9.932,7.988,0.2,0.175,1.753,1.499,44.92,25.912,4.49,18.631,15.734,0.496,0.504,0.326,0.336,1.082,0.484,0.014,0.018,0.34,0.312,12.648,2.205,4.117,0.677,0.127,0.045,0.026,0.026,58.119,8.482,0.314,0.297,14.0,14.0,204.302,141.997,4,13.6,1,1,28.0,32.0,5.0,1
T0455985,1.856,1.661,9.874,8.088,0.208,0.185,1.52,1.503,49.817,25.96,4.28,20.625,14.795,0.451,0.534,0.463,0.379,0.753,0.885,0.015,0.035,0.299,0.398,7.163,5.767,1.889,2.27,0.058,0.067,0.015,0.024,30.695,27.153,0.313,0.294,14.0,14.0,212.32,131.366,4,13.6,1,1,28.0,32.0,5.0,1
T0455985,1.838,1.716,9.941,8.252,0.2,0.18,1.655,1.574,47.943,25.646,4.59,20.971,15.583,0.479,0.557,0.429,0.278,0.545,0.389,0.008,0.009,0.339,0.209,6.12,3.988,2.069,2.352,0.044,0.151,0.011,0.024,31.639,20.702,0.313,0.307,14.0,13.0,230.336,140.203,4,13.6,1,1,28.0,32.0,5.0,1
T0455985,1.716,2.229,9.862,8.518,0.19,0.16,1.835,1.869,40.634,24.542,4.91,20.471,15.829,0.459,0.546,0.373,0.397,0.825,0.358,0.009,0.012,0.372,0.264,7.095,2.624,2.094,1.757,0.051,0.07,0.016,0.024,37.462,19.145,0.328,0.309,13.0,13.0,206.81,151.436,4,13.6,1,1,28.0,32.0,5.0,1
T0455991,0.822,0.872,4.252,3.896,0.228,0.232,1.03,0.805,44.352,24.954,6.41,37.314,25.69,0.12,0.149,0.439,0.234,0.396,0.541,0.024,0.03,0.237,0.304,10.6,8.686,5.455,4.09,0.017,0.011,0.339,0.398,37.627,36.208,0.537,0.57,8.0,6.0,180.682,108.208,6,25.0,1,1,60.0,60.0,5.0,1
T0455991,0.71,0.808,4.243,3.785,0.255,0.205,1.06,0.77,44.249,26.013,5.59,34.737,26.062,0.131,0.149,0.157,0.226,0.36,0.268,0.056,0.047,0.271,0.111,7.596,6.599,3.322,2.354,0.014,0.016,0.114,0.196,22.629,11.995,0.481,0.511,9.0,7.0,158.59,116.155,6,25.0,1,1,60.0,60.0,5.0,1
T0455991,0.629,0.614,3.927,3.739,0.265,0.3,0.937,0.403,38.739,35.482,4.77,32.432,25.079,0.12,0.16,0.107,0.693,0.385,0.629,0.046,0.083,0.267,0.269,10.621,9.704,4.461,2.934,0.015,0.016,0.584,0.245,30.551,30.158,0.545,0.475,6.0,7.0,140.459,92.322,6,25.0,1,1,60.0,60.0,5.0,1
T0455991,0.803,0.589,4.29,3.736,0.275,0.28,0.791,0.544,49.667,29.09,4.92,34.961,24.693,0.12,0.152,0.213,0.122,0.347,0.243,0.034,0.064,0.206,0.229,8.652,9.083,2.883,5.718,0.009,0.054,0.164,0.199,22.284,27.128,0.519,0.534,9.0,7.0,168.119,102.554,6,25.0,1,1,60.0,60.0,5.0,1
T0455991,0.659,0.578,4.251,3.966,0.302,0.277,0.824,0.599,46.801,27.301,5.01,33.233,24.42,0.128,0.164,0.419,0.168,0.371,0.198,0.038,0.032,0.122,0.233,6.945,2.71,2.609,2.085,0.012,0.013,0.152,0.272,23.826,12.84,0.483,0.449,10.0,8.0,157.454,106.389,6,25.0,1,1,60.0,60.0,5.0,1
T0455992,0.924,0.674,4.402,4.11,0.315,0.3,0.76,0.74,52.782,39.898,4.58,34.306,25.369,0.129,0.166,0.257,0.163,0.227,0.477,0.029,0.062,0.249,0.321,3.58,6.152,1.985,2.155,0.011,0.01,0.044,0.019,10.435,19.907,0.525,0.511,8.0,8.0,161.583,109.181,3,30.0,1,1,64.0,60.0,5.0,0
T0455992,0.843,0.828,4.373,4.24,0.305,0.26,0.909,0.88,53.898,34.397,5.31,35.4,28.223,0.126,0.152,0.164,0.252,0.246,0.141,0.013,0.013,0.29,0.204,3.767,2.289,2.093,1.893,0.012,0.013,0.049,0.037,10.643,9.226,0.537,0.545,8.0,8.0,170.351,127.601,3,30.0,1,1,64.0,60.0,5.0,0
T0455992,0.937,0.757,4.515,4.2,0.338,0.285,0.653,0.988,60.228,35.896,4.67,34.563,26.461,0.132,0.162,0.18,0.203,0.2,0.397,0.108,0.117,0.296,0.554,16.503,6.672,0.973,1.631,0.007,0.007,0.053,0.299,9.19,18.399,0.561,0.517,8.0,6.0,174.273,120.624,3,30.0,1,1,64.0,60.0,5.0,0
T0455992,0.773,0.723,4.349,4.204,0.34,0.315,0.529,0.575,54.963,34.982,4.94,33.267,26.103,0.134,0.159,0.212,0.237,0.145,0.123,0.007,0.016,0.082,0.079,5.252,1.8,2.888,1.391,0.015,0.013,0.015,0.011,14.127,5.418,0.538,0.521,7.0,8.0,157.514,110.406,3,30.0,1,1,64.0,60.0,5.0,0
T0455998,3.614,3.256,15.639,14.711,0.28,0.265,4.971,3.139,180.963,134.021,6.04,34.353,30.419,0.423,0.476,0.558,0.947,0.996,1.047,0.02,0.018,1.048,0.953,22.266,6.217,4.378,2.199,0.033,0.044,0.177,0.255,96.167,46.659,0.61,0.696,7.0,5.0,603.597,498.888,4,34.0,0,0,42.0,61.0,5.0,1
T0455998,3.19,1.761,15.172,13.822,0.37,0.315,2.492,2.449,232.567,139.624,4.66,35.504,27.527,0.43,0.516,0.839,0.844,0.673,0.767,0.064,0.053,0.557,0.651,61.569,21.62,7.835,2.068,0.287,0.068,0.037,0.037,137.706,27.089,0.505,0.526,9.0,8.0,609.217,408.608,4,34.0,0,0,42.0,61.0,5.0,1
T0455998,3.641,3.592,16.406,14.933,0.315,0.245,3.152,3.207,223.576,126.076,5.54,38.134,29.567,0.427,0.493,0.677,1.134,0.96,0.928,0.106,0.031,0.838,0.953,45.798,31.497,4.391,2.737,0.071,0.045,0.224,0.24,83.418,66.989,0.606,0.626,6.0,7.0,708.438,494.842,4,34.0,0,0,42.0,61.0,5.0,1
T0455998,3.039,1.948,14.918,13.948,0.335,0.277,2.528,2.848,216.658,117.664,4.89,35.254,27.462,0.428,0.522,0.759,1.288,0.947,0.777,0.065,0.049,0.524,0.807,29.055,25.88,2.254,2.208,0.021,0.046,0.042,0.073,69.366,38.493,0.54,0.527,8.0,8.0,632.116,432.62,4,34.0,0,0,42.0,61.0,5.0,1
T0455998,2.276,1.974,15.582,13.682,0.36,0.308,2.466,2.252,231.58,124.407,4.9,36.821,27.646,0.43,0.498,1.322,0.982,0.565,0.604,0.017,0.017,0.53,0.701,11.428,8.825,1.675,1.761,0.03,0.048,0.035,0.027,17.668,20.227,0.53,0.517,8.0,8.0,639.299,400.05,4,34.0,0,0,42.0,61.0,5.0,1
T0456121,3.372,1.461,15.166,10.27,0.225,0.215,4.495,2.727,136.305,62.151,6.33,34.516,25.523,0.446,0.416,0.356,0.14,1.693,0.47,0.014,0.017,0.835,0.382,10.587,8.428,1.293,2.144,0.041,0.047,0.068,0.071,56.626,19.559,0.555,0.474,8.0,9.0,597.515,282.504,2,25.6,0,0,36.0,55.0,5.0,1
T0456121,2.507,1.444,14.189,9.676,0.24,0.22,4.176,2.438,146.71,61.923,6.11,35.884,24.533,0.39,0.381,0.359,0.243,1.302,0.604,0.018,0.013,1.701,0.513,21.232,6.869,2.699,2.012,0.026,0.037,0.031,0.03,81.303,25.249,0.482,0.488,9.0,9.0,579.448,281.47,2,25.6,0,0,36.0,55.0,5.0,1
T0456121,2.368,1.332,12.958,9.769,0.265,0.25,3.167,2.519,164.225,69.086,5.42,35.575,26.187,0.352,0.39,0.256,0.218,1.045,1.392,0.101,0.03,1.381,1.258,33.594,25.304,3.363,7.838,0.023,0.572,0.049,0.177,73.8,93.204,0.48,0.515,9.0,8.0,529.811,285.944,2,25.6,0,0,36.0,55.0,5.0,1
T0456121,2.41,1.194,12.173,9.444,0.27,0.29,3.855,2.153,135.388,71.022,4.9,36.668,26.347,0.368,0.385,0.809,2.129,1.798,1.644,0.076,0.087,2.113,0.858,45.801,26.961,9.846,6.779,0.203,0.249,0.087,0.161,159.991,76.014,0.412,0.408,10.0,11.0,529.236,263.054,2,25.6,0,0,36.0,55.0,5.0,1
T0456128,6.834,8.318,20.957,20.147,0.132,0.105,10.318,6.536,74.32,41.887,7.47,20.284,17.214,1.062,1.051,1.454,3.412,3.378,2.44,0.014,0.012,3.508,1.692,19.783,10.129,3.074,1.64,0.146,0.128,0.14,0.196,130.163,69.973,0.321,0.323,12.0,11.0,479.526,376.767,3,13.8,1,1,32.0,37.0,5.0,1
T0456128,5.81,5.943,21.461,18.256,0.16,0.135,8.133,5.115,81.916,50.345,5.92,19.858,17.145,1.101,1.159,1.698,1.925,2.407,3.17,0.024,0.018,3.773,2.368,11.637,14.66,2.092,2.362,0.174,0.137,0.107,0.17,69.589,104.886,0.369,0.316,11.0,11.0,487.484,314.656,3,13.8,1,1,32.0,37.0,5.0,1
T0456220,6.366,4.098,22.927,17.846,0.21,0.172,5.964,3.859,157.664,82.564,5.38,28.387,22.462,0.817,0.798,0.501,0.584,1.302,1.528,0.015,0.019,0.885,0.753,8.158,21.871,1.284,5.51,0.053,1.138,0.008,0.013,43.725,118.732,0.381,0.364,12.0,12.0,730.803,462.184,6,25.5,1,1,54.0,44.0,5.0,1
T0456220,5.441,3.635,21.825,17.482,0.23,0.19,4.984,4.048,158.822,83.655,4.69,27.681,22.057,0.797,0.792,0.635,0.665,1.0,0.8,0.021,0.012,0.68,0.749,32.925,6.745,4.821,1.09,0.365,0.032,0.011,0.015,123.378,35.653,0.356,0.34,13.0,12.0,675.112,435.464,6,25.5,1,1,54.0,44.0,5.0,1
T0456220,7.815,6.789,23.274,17.813,0.18,0.15,7.517,3.735,143.246,78.143,6.38,29.456,23.216,0.776,0.808,0.536,2.342,1.008,1.302,0.009,0.016,1.01,0.913,11.219,8.729,1.797,2.596,0.062,0.115,0.012,0.023,44.362,68.932,0.428,0.414,10.0,11.0,773.362,472.254,6,25.5,1,1,54.0,44.0,5.0,1
T0456220,9.672,8.765,18.774,24.273,0.14,0.16,4.408,8.278,76.096,129.857,6.94,23.377,29.035,0.771,0.821,3.757,4.583,1.4,6.059,0.016,0.04,0.752,2.16,19.586,40.948,1.816,7.856,0.068,0.22,0.131,0.161,65.158,247.366,0.422,0.44,10.0,11.0,526.499,797.019,6,25.5,1,1,54.0,44.0,5.0,1
T0456220,7.329,4.72,23.512,17.847,0.18,0.16,6.558,3.933,144.929,80.763,6.05,28.782,23.624,0.814,0.755,1.246,2.12,5.507,1.25,0.026,0.014,1.971,0.386,42.711,5.452,7.663,0.96,0.209,0.073,0.024,0.017,223.489,25.604,0.41,0.4,11.0,11.0,767.765,481.325,6,25.5,1,1,54.0,44.0,5.0,1
T0456228,1.005,1.59,3.603,4.666,0.19,0.15,1.312,2.389,20.433,26.398,6.46,25.565,29.623,0.148,0.158,8.687,9.015,0.689,0.951,0.048,0.06,0.552,0.803,6.531,13.493,7.356,11.953,0.062,0.087,0.2,0.223,44.3,69.006,0.47,0.424,9.0,11.0,105.683,164.116,5,26.8,1,1,58.0,57.0,5.0,1
T0456228,1.388,1.033,5.224,3.796,0.18,0.182,1.914,1.366,28.022,20.579,6.58,26.524,26.041,0.206,0.142,0.366,0.236,0.749,0.664,0.021,0.015,0.486,0.466,11.361,6.232,8.777,3.874,0.13,0.035,0.075,0.042,53.043,27.228,0.532,0.517,8.0,8.0,150.537,108.178,5,26.8,1,1,58.0,57.0,5.0,1
T0456228,1.014,0.928,4.46,3.768,0.21,0.185,1.65,1.128,30.897,20.935,6.57,27.974,25.803,0.158,0.15,0.42,0.164,0.291,0.306,0.057,0.014,0.401,0.376,9.116,2.592,3.57,1.427,0.02,0.01,0.032,0.189,21.434,11.628,0.5,0.504,9.0,8.0,140.441,104.774,5,26.8,1,1,58.0,57.0,5.0,1
T0456499,2.212,3.191,9.728,12.478,0.105,0.11,3.074,3.51,10.72,15.752,6.66,9.243,9.918,1.047,1.26,0.519,0.701,1.392,0.97,0.01,0.013,0.858,1.082,3.93,1.445,2.015,0.832,0.331,0.126,0.038,0.085,30.035,16.897,0.294,0.304,14.0,13.0,91.16,133.745,6,5.0,0,0,21.0,29.0,5.0,1
T0456499,2.632,3.085,11.316,10.816,0.115,0.115,2.923,3.179,15.452,12.817,6.49,10.628,9.668,1.026,1.15,1.003,0.423,2.296,1.265,0.014,0.011,0.603,0.786,6.213,2.546,3.024,1.285,0.797,0.26,0.028,0.036,49.183,20.152,0.298,0.291,14.0,14.0,129.089,115.05,6,5.0,0,0,21.0,29.0,5.0,1
T0456499,2.927,3.22,11.822,10.932,0.115,0.1,2.7,3.22,18.513,12.268,6.73,12.477,9.622,0.939,1.223,0.731,0.393,0.962,1.241,0.005,0.012,0.928,0.7,4.501,3.234,1.865,1.873,0.11,0.28,0.016,0.016,34.799,27.242,0.303,0.3,13.0,13.0,146.972,116.835,6,5.0,0,0,21.0,29.0,5.0,1
T0456499,2.192,2.925,10.859,10.868,0.12,0.115,2.655,2.433,16.489,12.161,6.15,11.25,9.115,1.013,1.234,1.043,0.446,1.275,1.255,0.008,0.011,0.86,0.527,5.247,2.444,2.305,1.237,0.197,0.187,0.028,0.027,41.029,19.2,0.28,0.292,15.0,15.0,122.137,106.546,6,5.0,0,0,21.0,29.0,5.0,1
T0456513,1.86,1.1,14.174,11.162,0.43,0.42,3.597,3.467,269.581,161.971,4.12,36.604,33.284,0.389,0.335,0.623,0.197,0.629,1.722,0.022,0.055,1.649,1.662,31.911,43.568,2.377,1.819,0.015,0.07,0.02,0.082,55.349,51.944,0.535,0.531,7.0,9.0,605.8,382.926,4,49.6,0,0,43.0,73.0,5.0,1
T0456513,4.338,3.385,14.446,11.879,0.26,0.29,6.56,2.922,200.914,143.76,4.99,40.028,35.914,0.361,0.324,0.962,4.015,2.142,2.702,0.146,0.033,3.907,1.249,85.296,50.417,4.095,3.133,0.033,0.045,0.335,0.325,174.929,165.262,0.669,0.653,6.0,6.0,653.337,463.872,4,49.6,0,0,43.0,73.0,5.0,1
T0456513,3.493,0.946,14.88,11.34,0.328,0.462,3.814,2.413,252.866,193.877,4.05,38.762,33.669,0.39,0.336,3.181,0.569,1.902,0.846,0.105,0.062,4.495,1.183,30.975,26.173,3.749,1.674,0.03,0.041,0.102,0.052,140.904,16.316,0.538,0.547,8.0,8.0,677.65,409.985,4,49.6,0,0,43.0,73.0,5.0,1
T0456513,4.217,1.6,14.257,11.178,0.31,0.358,3.892,3.208,203.481,148.058,4.75,39.296,35.921,0.358,0.338,1.105,0.609,1.141,1.057,0.065,0.097,1.604,1.192,32.114,66.683,3.18,11.262,0.066,0.516,0.113,0.108,52.611,157.353,0.538,0.62,7.0,8.0,645.213,446.383,4,49.6,0,0,43.0,73.0,5.0,1
T0456513,4.47,1.06,15.326,12.472,0.34,0.405,4.432,3.052,243.496,161.678,4.5,40.138,35.61,0.382,0.35,1.15,0.962,1.663,0.888,0.133,0.142,1.87,1.47,54.447,113.071,2.309,11.616,0.031,0.685,0.228,0.479,85.145,160.949,0.599,0.596,6.0,6.0,705.784,452.86,4,49.6,0,0,43.0,73.0,5.0,1
T0456513,3.391,1.398,14.151,11.789,0.365,0.375,3.761,3.595,220.299,154.02,4.53,38.934,34.409,0.362,0.333,0.597,0.396,0.929,0.782,0.025,0.036,0.742,1.82,27.865,38.77,6.078,7.134,0.075,0.142,0.05,0.057,85.906,99.106,0.575,0.59,7.0,7.0,613.897,423.54,4,49.6,0,0,43.0,73.0,5.0,1
T0456777,1.296,1.307,9.553,7.957,0.258,0.222,1.669,1.331,65.96,36.73,3.93,24.162,18.239,0.394,0.43,0.25,0.282,0.733,0.314,0.008,0.008,0.942,0.166,8.515,2.566,2.254,0.446,0.029,0.013,0.126,0.251,32.492,6.946,0.407,0.458,6.0,4.0,249.432,161.46,3,15.0,0,1,43.0,50.0,5.0,1
T0456777,0.984,0.974,9.435,7.883,0.32,0.26,1.344,1.018,78.877,41.441,3.86,24.381,17.638,0.399,0.425,0.32,0.172,0.537,0.579,0.027,0.029,0.363,0.198,7.096,5.022,1.382,1.729,0.042,0.044,0.02,0.022,13.718,19.57,0.388,0.402,11.0,11.0,239.334,149.488,3,15.0,0,1,43.0,50.0,5.0,1
